IDENTIFICADOR DO ATAQUE,ANO EM QUE O ATAQUE OCORREU,PREJUIZO CAUSADO PELO ATAQUE,PAIS ONDE OCORREU O ATAQUE,TIPO DE AMEACA A SEGURANCA CIBERNETICA,SETOR DA INDUSTRIA QUE SOFREU O ATAQUE,ESTRATEGIA DE DEFESA CIBERNETICA EMPREGADA PARA RESOLVER O PROBLEMA
2103,2020,80.49,JAPAN,MALWARE,IT,ENCRYPTION
2104,2018,60.13,UK,MALWARE,EDUCATION,ANTIVIRUS
2105,2020,56.14,AUSTRALIA,MAN-IN-THE-MIDDLE,HEALTHCARE,ENCRYPTION
2106,2018,11.57,INDIA,RANSOMWARE,HEALTHCARE,ENCRYPTION
2107,2017,89.9,USA,RANSOMWARE,GOVERNMENT,FIREWALL
2108,2018,63.82,RUSSIA,MAN-IN-THE-MIDDLE,GOVERNMENT,AI-BASED DETECTION
2109,2019,22.94,UK,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
2110,2020,94.02,BRAZIL,PHISHING,IT,ENCRYPTION
2111,2017,9.76,JAPAN,MALWARE,BANKING,AI-BASED DETECTION
2112,2020,39.33,JAPAN,DDOS,EDUCATION,AI-BASED DETECTION
2113,2019,3.87,FRANCE,SQL INJECTION,RETAIL,AI-BASED DETECTION
2114,2018,80.37,FRANCE,MALWARE,RETAIL,ENCRYPTION
2115,2015,14.72,FRANCE,SQL INJECTION,GOVERNMENT,AI-BASED DETECTION
2116,2024,85.88,FRANCE,DDOS,GOVERNMENT,ENCRYPTION
2117,2024,48.83,INDIA,SQL INJECTION,RETAIL,FIREWALL
2118,2019,60.04,AUSTRALIA,MAN-IN-THE-MIDDLE,RETAIL,VPN
2119,2017,86.98,CHINA,MALWARE,IT,VPN
2120,2023,12.62,GERMANY,PHISHING,GOVERNMENT,FIREWALL
2121,2024,63.74,RUSSIA,RANSOMWARE,HEALTHCARE,VPN
2122,2016,20.44,USA,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
2123,2020,13.38,FRANCE,PHISHING,BANKING,FIREWALL
2124,2020,79.48,INDIA,RANSOMWARE,HEALTHCARE,FIREWALL
2125,2019,86.79,JAPAN,SQL INJECTION,RETAIL,ANTIVIRUS
2126,2021,17.55,GERMANY,SQL INJECTION,EDUCATION,ENCRYPTION
2127,2017,16.71,JAPAN,MAN-IN-THE-MIDDLE,HEALTHCARE,ANTIVIRUS
2128,2015,41.75,USA,DDOS,GOVERNMENT,VPN
2129,2022,94.79,JAPAN,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
2130,2022,68.53,FRANCE,SQL INJECTION,GOVERNMENT,ENCRYPTION
2131,2023,23.86,UK,MALWARE,EDUCATION,ENCRYPTION
2132,2020,80.98,CHINA,SQL INJECTION,BANKING,ANTIVIRUS
2133,2018,51.41,USA,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
2134,2016,99.98,GERMANY,PHISHING,TELECOMMUNICATIONS,ANTIVIRUS
2135,2020,12.64,INDIA,RANSOMWARE,GOVERNMENT,ENCRYPTION
2136,2021,92.66,AUSTRALIA,SQL INJECTION,BANKING,VPN
2137,2017,18.69,BRAZIL,DDOS,GOVERNMENT,ANTIVIRUS
2138,2021,68.5,UK,PHISHING,IT,ENCRYPTION
2139,2020,76.53,GERMANY,DDOS,BANKING,VPN
2140,2019,71.22,RUSSIA,DDOS,IT,ENCRYPTION
2141,2015,4.52,INDIA,MALWARE,TELECOMMUNICATIONS,FIREWALL
2142,2021,45.97,RUSSIA,PHISHING,GOVERNMENT,ANTIVIRUS
2143,2016,3.57,GERMANY,MAN-IN-THE-MIDDLE,BANKING,VPN
2144,2022,92.06,AUSTRALIA,DDOS,EDUCATION,VPN
2145,2022,71.15,JAPAN,MALWARE,IT,ENCRYPTION
2146,2024,9.74,UK,RANSOMWARE,TELECOMMUNICATIONS,VPN
2147,2016,30.42,JAPAN,PHISHING,EDUCATION,ANTIVIRUS
2148,2016,59.44,UK,RANSOMWARE,RETAIL,FIREWALL
2149,2023,27.58,BRAZIL,MAN-IN-THE-MIDDLE,EDUCATION,VPN
2150,2022,73.26,JAPAN,MALWARE,HEALTHCARE,FIREWALL
2151,2022,92.88,GERMANY,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ENCRYPTION
2152,2024,46.25,GERMANY,MALWARE,GOVERNMENT,ENCRYPTION
2153,2015,51.64,FRANCE,DDOS,BANKING,ANTIVIRUS
2154,2022,79.5,BRAZIL,DDOS,TELECOMMUNICATIONS,FIREWALL
2155,2022,93.96,UK,DDOS,IT,AI-BASED DETECTION
2156,2024,52.85,FRANCE,RANSOMWARE,GOVERNMENT,FIREWALL
2157,2017,84.38,GERMANY,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
2158,2023,54.26,FRANCE,RANSOMWARE,EDUCATION,AI-BASED DETECTION
2159,2017,12.56,GERMANY,SQL INJECTION,HEALTHCARE,ANTIVIRUS
2160,2020,95.17,CHINA,MALWARE,IT,ANTIVIRUS
2161,2023,99.62,AUSTRALIA,DDOS,IT,FIREWALL
2162,2021,97.5,UK,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
2163,2023,80.14,INDIA,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
2164,2017,31.5,JAPAN,DDOS,IT,AI-BASED DETECTION
2165,2018,32.93,JAPAN,PHISHING,GOVERNMENT,FIREWALL
2166,2018,83.42,BRAZIL,MALWARE,RETAIL,AI-BASED DETECTION
2167,2021,20.39,AUSTRALIA,DDOS,RETAIL,ANTIVIRUS
2168,2023,92.58,CHINA,DDOS,HEALTHCARE,FIREWALL
2169,2019,91.03,BRAZIL,SQL INJECTION,HEALTHCARE,FIREWALL
2170,2016,90.94,RUSSIA,DDOS,HEALTHCARE,VPN
2171,2017,54.41,JAPAN,DDOS,HEALTHCARE,AI-BASED DETECTION
2172,2015,30.93,RUSSIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
2173,2024,24.43,CHINA,RANSOMWARE,GOVERNMENT,FIREWALL
2174,2018,25.53,INDIA,MALWARE,GOVERNMENT,AI-BASED DETECTION
2175,2024,51.66,GERMANY,MALWARE,IT,ANTIVIRUS
2176,2020,18.18,INDIA,DDOS,TELECOMMUNICATIONS,ENCRYPTION
2177,2018,2.73,JAPAN,PHISHING,RETAIL,ANTIVIRUS
2178,2015,83.27,FRANCE,PHISHING,BANKING,ENCRYPTION
2179,2022,54.17,AUSTRALIA,MALWARE,GOVERNMENT,VPN
2180,2021,76.83,FRANCE,RANSOMWARE,RETAIL,VPN
2181,2023,78.9,UK,SQL INJECTION,TELECOMMUNICATIONS,FIREWALL
2182,2018,32.5,FRANCE,RANSOMWARE,EDUCATION,VPN
2183,2019,77.65,GERMANY,SQL INJECTION,BANKING,ANTIVIRUS
2184,2015,60.68,AUSTRALIA,PHISHING,GOVERNMENT,FIREWALL
2185,2016,67.85,GERMANY,MALWARE,HEALTHCARE,ENCRYPTION
2186,2022,44.25,RUSSIA,RANSOMWARE,RETAIL,ANTIVIRUS
2187,2016,42.88,INDIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
2188,2018,65.81,RUSSIA,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
2189,2024,41.37,RUSSIA,DDOS,TELECOMMUNICATIONS,ENCRYPTION
2190,2024,88.79,BRAZIL,DDOS,GOVERNMENT,FIREWALL
2191,2020,59.32,UK,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,VPN
2192,2019,54.7,BRAZIL,DDOS,GOVERNMENT,ANTIVIRUS
2193,2021,57.75,UK,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
2194,2022,60.55,CHINA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
2195,2022,6.51,FRANCE,MALWARE,IT,FIREWALL
2196,2024,47.56,RUSSIA,PHISHING,IT,VPN
2197,2019,52.47,INDIA,PHISHING,IT,VPN
2198,2020,54.76,CHINA,PHISHING,EDUCATION,AI-BASED DETECTION
2199,2023,42.64,CHINA,DDOS,EDUCATION,VPN
2200,2023,39.53,GERMANY,PHISHING,BANKING,AI-BASED DETECTION
2201,2017,73.27,JAPAN,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
2202,2024,88.79,AUSTRALIA,DDOS,BANKING,AI-BASED DETECTION
2203,2019,13.99,FRANCE,DDOS,IT,ENCRYPTION
2204,2015,79.88,JAPAN,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,AI-BASED DETECTION
2205,2017,77.41,FRANCE,PHISHING,BANKING,AI-BASED DETECTION
2206,2020,87.44,INDIA,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
2207,2020,47.32,FRANCE,RANSOMWARE,EDUCATION,VPN
2208,2017,32.4,INDIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
2209,2023,53.07,INDIA,PHISHING,RETAIL,ANTIVIRUS
2210,2024,68.95,BRAZIL,RANSOMWARE,RETAIL,ENCRYPTION
2211,2020,42.81,INDIA,SQL INJECTION,GOVERNMENT,AI-BASED DETECTION
2212,2022,53.91,UK,DDOS,IT,AI-BASED DETECTION
2213,2021,45.67,FRANCE,PHISHING,RETAIL,ANTIVIRUS
2214,2020,62.61,GERMANY,SQL INJECTION,HEALTHCARE,AI-BASED DETECTION
2215,2020,27.52,GERMANY,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
2216,2020,16.33,USA,RANSOMWARE,RETAIL,FIREWALL
2217,2019,67.42,BRAZIL,SQL INJECTION,HEALTHCARE,ENCRYPTION
2218,2015,87.71,GERMANY,SQL INJECTION,GOVERNMENT,ANTIVIRUS
2219,2023,93.72,GERMANY,DDOS,IT,ENCRYPTION
2220,2017,67.79,GERMANY,MALWARE,GOVERNMENT,VPN
2221,2024,54.4,RUSSIA,DDOS,EDUCATION,AI-BASED DETECTION
2222,2024,86.52,AUSTRALIA,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
2223,2018,99.09,INDIA,MALWARE,EDUCATION,ANTIVIRUS
2224,2015,66.13,CHINA,MAN-IN-THE-MIDDLE,HEALTHCARE,ENCRYPTION
2225,2023,52.54,USA,MALWARE,IT,ENCRYPTION
2226,2022,48.0,GERMANY,SQL INJECTION,IT,ENCRYPTION
2227,2022,10.84,AUSTRALIA,RANSOMWARE,GOVERNMENT,ANTIVIRUS
2228,2023,6.35,RUSSIA,MALWARE,IT,FIREWALL
2229,2020,99.83,JAPAN,DDOS,EDUCATION,AI-BASED DETECTION
2230,2020,41.45,RUSSIA,DDOS,GOVERNMENT,AI-BASED DETECTION
2231,2019,29.92,UK,MAN-IN-THE-MIDDLE,EDUCATION,VPN
2232,2023,9.32,INDIA,RANSOMWARE,EDUCATION,FIREWALL
2233,2017,34.43,FRANCE,MAN-IN-THE-MIDDLE,HEALTHCARE,VPN
2234,2021,81.68,BRAZIL,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
2235,2018,36.85,USA,PHISHING,RETAIL,VPN
2236,2024,26.92,BRAZIL,MAN-IN-THE-MIDDLE,HEALTHCARE,ENCRYPTION
2237,2019,35.31,INDIA,DDOS,BANKING,VPN
2238,2018,11.74,CHINA,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
2239,2016,93.93,GERMANY,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
2240,2021,34.68,BRAZIL,MALWARE,BANKING,FIREWALL
2241,2020,84.43,INDIA,MALWARE,IT,ENCRYPTION
2242,2022,24.6,AUSTRALIA,MALWARE,GOVERNMENT,VPN
2243,2018,52.7,BRAZIL,SQL INJECTION,EDUCATION,ENCRYPTION
2244,2022,33.54,JAPAN,PHISHING,TELECOMMUNICATIONS,VPN
2245,2018,43.54,INDIA,PHISHING,EDUCATION,FIREWALL
2246,2016,37.17,JAPAN,SQL INJECTION,TELECOMMUNICATIONS,VPN
2247,2017,36.37,JAPAN,SQL INJECTION,EDUCATION,FIREWALL
2248,2019,56.53,GERMANY,SQL INJECTION,GOVERNMENT,ENCRYPTION
2249,2017,29.76,BRAZIL,DDOS,EDUCATION,ENCRYPTION
2250,2019,70.6,BRAZIL,PHISHING,GOVERNMENT,VPN
2251,2021,80.05,UK,SQL INJECTION,IT,AI-BASED DETECTION
2252,2024,15.53,USA,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
2253,2020,6.32,CHINA,DDOS,HEALTHCARE,FIREWALL
2254,2021,18.26,INDIA,SQL INJECTION,GOVERNMENT,FIREWALL
2255,2023,90.85,INDIA,MAN-IN-THE-MIDDLE,IT,FIREWALL
2256,2016,2.59,JAPAN,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
2257,2021,74.26,JAPAN,DDOS,BANKING,FIREWALL
2258,2021,78.99,FRANCE,PHISHING,EDUCATION,VPN
2259,2020,85.79,AUSTRALIA,PHISHING,EDUCATION,FIREWALL
2260,2021,88.38,UK,PHISHING,BANKING,FIREWALL
2261,2015,30.15,FRANCE,MALWARE,BANKING,FIREWALL
2262,2024,70.44,GERMANY,MALWARE,TELECOMMUNICATIONS,ENCRYPTION
2263,2015,20.63,CHINA,MALWARE,IT,ANTIVIRUS
2264,2020,56.37,USA,RANSOMWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2265,2022,71.26,JAPAN,RANSOMWARE,RETAIL,ENCRYPTION
2266,2023,3.47,CHINA,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
2267,2023,53.59,USA,DDOS,BANKING,ENCRYPTION
2268,2020,75.95,CHINA,PHISHING,RETAIL,AI-BASED DETECTION
2269,2024,44.98,FRANCE,PHISHING,RETAIL,AI-BASED DETECTION
2270,2018,81.01,UK,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
2271,2015,51.11,GERMANY,RANSOMWARE,IT,VPN
2272,2018,38.83,USA,PHISHING,GOVERNMENT,VPN
2273,2021,89.93,USA,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
2274,2024,78.97,BRAZIL,MALWARE,GOVERNMENT,ENCRYPTION
2275,2024,26.82,RUSSIA,DDOS,EDUCATION,VPN
2276,2017,56.73,CHINA,DDOS,EDUCATION,VPN
2277,2022,71.15,RUSSIA,MALWARE,RETAIL,AI-BASED DETECTION
2278,2020,97.9,AUSTRALIA,RANSOMWARE,TELECOMMUNICATIONS,ANTIVIRUS
2279,2023,5.8,FRANCE,PHISHING,EDUCATION,ENCRYPTION
2280,2016,69.55,UK,SQL INJECTION,GOVERNMENT,ENCRYPTION
2281,2021,11.42,GERMANY,RANSOMWARE,EDUCATION,AI-BASED DETECTION
2282,2023,87.62,INDIA,PHISHING,BANKING,VPN
2283,2015,98.58,RUSSIA,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
2284,2020,87.48,UK,SQL INJECTION,IT,ANTIVIRUS
2285,2018,80.96,UK,SQL INJECTION,TELECOMMUNICATIONS,VPN
2286,2022,85.43,UK,RANSOMWARE,GOVERNMENT,FIREWALL
2287,2023,3.54,JAPAN,PHISHING,GOVERNMENT,VPN
2288,2024,34.03,JAPAN,MALWARE,GOVERNMENT,ENCRYPTION
2289,2018,64.29,AUSTRALIA,DDOS,BANKING,AI-BASED DETECTION
2290,2021,54.97,INDIA,RANSOMWARE,BANKING,VPN
2291,2016,97.45,BRAZIL,PHISHING,EDUCATION,ENCRYPTION
2292,2023,30.19,UK,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
2293,2018,6.61,USA,DDOS,BANKING,FIREWALL
2294,2017,68.03,BRAZIL,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
2295,2018,75.63,GERMANY,SQL INJECTION,RETAIL,ANTIVIRUS
2296,2019,72.29,CHINA,RANSOMWARE,IT,ENCRYPTION
2297,2016,44.17,GERMANY,DDOS,BANKING,ANTIVIRUS
2298,2020,60.94,RUSSIA,DDOS,EDUCATION,ANTIVIRUS
2299,2021,23.34,GERMANY,MALWARE,HEALTHCARE,VPN
2300,2015,76.99,GERMANY,DDOS,IT,ANTIVIRUS
2301,2017,60.66,USA,SQL INJECTION,GOVERNMENT,ANTIVIRUS
2302,2017,19.36,CHINA,DDOS,RETAIL,AI-BASED DETECTION
2303,2021,50.61,BRAZIL,SQL INJECTION,BANKING,ENCRYPTION
2304,2023,81.81,AUSTRALIA,PHISHING,EDUCATION,AI-BASED DETECTION
2305,2024,38.68,INDIA,PHISHING,TELECOMMUNICATIONS,ANTIVIRUS
2306,2023,52.35,RUSSIA,SQL INJECTION,IT,VPN
2307,2019,81.47,FRANCE,PHISHING,EDUCATION,VPN
2308,2024,55.15,RUSSIA,MALWARE,EDUCATION,AI-BASED DETECTION
2309,2023,8.24,JAPAN,SQL INJECTION,IT,VPN
2310,2024,42.26,CHINA,RANSOMWARE,HEALTHCARE,VPN
2311,2015,28.6,INDIA,PHISHING,HEALTHCARE,ENCRYPTION
2312,2016,4.31,INDIA,SQL INJECTION,BANKING,VPN
2313,2020,17.43,INDIA,PHISHING,EDUCATION,ANTIVIRUS
2314,2023,85.28,FRANCE,MALWARE,HEALTHCARE,FIREWALL
2315,2022,70.46,FRANCE,MALWARE,EDUCATION,FIREWALL
2316,2018,86.87,RUSSIA,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
2317,2024,46.39,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,VPN
2318,2016,30.72,AUSTRALIA,MALWARE,IT,VPN
2319,2021,86.73,INDIA,RANSOMWARE,EDUCATION,FIREWALL
2320,2024,18.45,CHINA,SQL INJECTION,EDUCATION,ANTIVIRUS
2321,2017,9.25,AUSTRALIA,MALWARE,RETAIL,ENCRYPTION
2322,2023,23.16,JAPAN,MALWARE,IT,ENCRYPTION
2323,2017,49.75,JAPAN,RANSOMWARE,RETAIL,AI-BASED DETECTION
2324,2017,25.76,AUSTRALIA,MALWARE,BANKING,
2325,2016,72.25,CHINA,RANSOMWARE,GOVERNMENT,FIREWALL
2326,2018,20.85,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
2327,2024,93.13,GERMANY,MAN-IN-THE-MIDDLE,IT,VPN
2328,2018,5.27,INDIA,PHISHING,EDUCATION,FIREWALL
2329,2024,28.16,AUSTRALIA,DDOS,RETAIL,FIREWALL
2330,2019,17.59,USA,MAN-IN-THE-MIDDLE,GOVERNMENT,AI-BASED DETECTION
2331,2018,51.59,UK,MALWARE,EDUCATION,AI-BASED DETECTION
2332,2018,81.34,GERMANY,DDOS,BANKING,AI-BASED DETECTION
2333,2020,70.02,CHINA,SQL INJECTION,TELECOMMUNICATIONS,VPN
2334,2024,5.18,FRANCE,PHISHING,GOVERNMENT,ENCRYPTION
2335,2017,60.01,UK,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ENCRYPTION
2336,2016,62.73,,RANSOMWARE,BANKING,FIREWALL
2337,2022,56.2,AUSTRALIA,SQL INJECTION,TELECOMMUNICATIONS,VPN
2338,2020,72.59,RUSSIA,DDOS,GOVERNMENT,FIREWALL
2339,2018,19.79,UK,MALWARE,HEALTHCARE,FIREWALL
2340,2020,35.02,RUSSIA,SQL INJECTION,TELECOMMUNICATIONS,FIREWALL
2341,2023,37.07,CHINA,MALWARE,EDUCATION,ANTIVIRUS
2342,2019,65.85,CHINA,SQL INJECTION,GOVERNMENT,ENCRYPTION
2343,2015,96.03,INDIA,RANSOMWARE,EDUCATION,ANTIVIRUS
2344,2015,74.27,BRAZIL,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
2345,2017,45.98,INDIA,DDOS,BANKING,AI-BASED DETECTION
2346,2021,50.97,INDIA,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2347,2020,68.05,BRAZIL,SQL INJECTION,BANKING,AI-BASED DETECTION
2348,2021,95.95,INDIA,DDOS,EDUCATION,AI-BASED DETECTION
2349,2023,15.01,UK,MAN-IN-THE-MIDDLE,BANKING,VPN
2350,2021,70.49,UK,DDOS,IT,VPN
2351,2022,73.1,JAPAN,RANSOMWARE,IT,VPN
2352,2021,78.45,RUSSIA,PHISHING,BANKING,VPN
2353,2018,27.51,GERMANY,RANSOMWARE,IT,VPN
2354,2017,18.01,JAPAN,SQL INJECTION,BANKING,VPN
2355,2020,20.62,INDIA,MALWARE,HEALTHCARE,VPN
2356,2018,47.5,INDIA,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
2357,2021,17.62,AUSTRALIA,MAN-IN-THE-MIDDLE,HEALTHCARE,ANTIVIRUS
2358,2020,77.09,USA,RANSOMWARE,EDUCATION,ENCRYPTION
2359,2021,48.0,GERMANY,PHISHING,BANKING,ENCRYPTION
2360,2020,11.55,CHINA,SQL INJECTION,HEALTHCARE,ANTIVIRUS
2361,2023,2.27,INDIA,DDOS,HEALTHCARE,AI-BASED DETECTION
2362,2018,1.71,INDIA,DDOS,EDUCATION,VPN
2363,2015,95.66,USA,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
2364,2021,42.75,FRANCE,SQL INJECTION,GOVERNMENT,ENCRYPTION
2365,2022,38.76,UK,MALWARE,TELECOMMUNICATIONS,FIREWALL
2366,2019,15.21,AUSTRALIA,,RETAIL,FIREWALL
2367,2022,66.25,UK,MAN-IN-THE-MIDDLE,,AI-BASED DETECTION
2368,2016,93.74,INDIA,RANSOMWARE,BANKING,FIREWALL
2369,2020,13.66,RUSSIA,RANSOMWARE,BANKING,VPN
2370,2015,49.3,RUSSIA,RANSOMWARE,IT,ENCRYPTION
2371,2022,40.94,BRAZIL,MAN-IN-THE-MIDDLE,HEALTHCARE,AI-BASED DETECTION
2372,2023,13.51,JAPAN,SQL INJECTION,GOVERNMENT,VPN
2373,2015,84.83,BRAZIL,PHISHING,HEALTHCARE,FIREWALL
2374,2019,36.98,BRAZIL,DDOS,TELECOMMUNICATIONS,FIREWALL
2375,2022,21.45,GERMANY,DDOS,RETAIL,AI-BASED DETECTION
2376,2015,18.39,CHINA,PHISHING,BANKING,ANTIVIRUS
2377,2024,21.22,RUSSIA,PHISHING,TELECOMMUNICATIONS,VPN
2378,2022,13.06,FRANCE,MALWARE,EDUCATION,ENCRYPTION
2379,2017,3.18,BRAZIL,PHISHING,RETAIL,VPN
2380,2023,99.64,USA,DDOS,IT,FIREWALL
2381,2017,62.39,CHINA,MAN-IN-THE-MIDDLE,BANKING,VPN
2382,2020,84.23,CHINA,MALWARE,GOVERNMENT,AI-BASED DETECTION
2383,2015,81.5,GERMANY,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
2384,2022,0.54,GERMANY,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,AI-BASED DETECTION
2385,2023,65.8,JAPAN,MAN-IN-THE-MIDDLE,BANKING,VPN
2386,2024,58.32,CHINA,SQL INJECTION,BANKING,VPN
2387,2018,27.61,UK,MALWARE,HEALTHCARE,FIREWALL
2388,2023,22.96,CHINA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
2389,2016,80.27,AUSTRALIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
2390,2022,0.83,INDIA,SQL INJECTION,EDUCATION,ANTIVIRUS
2391,2023,81.91,UK,DDOS,TELECOMMUNICATIONS,VPN
2392,2017,40.87,FRANCE,MALWARE,BANKING,AI-BASED DETECTION
2393,2017,34.79,BRAZIL,,,
2394,2016,33.33,FRANCE,PHISHING,IT,ENCRYPTION
2395,2023,18.26,INDIA,RANSOMWARE,HEALTHCARE,VPN
2396,2016,15.28,INDIA,MAN-IN-THE-MIDDLE,BANKING,AI-BASED DETECTION
2397,2024,48.77,FRANCE,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
2398,2017,48.93,FRANCE,RANSOMWARE,RETAIL,ENCRYPTION
2399,2016,37.23,JAPAN,RANSOMWARE,HEALTHCARE,FIREWALL
2400,2022,69.24,RUSSIA,DDOS,EDUCATION,ANTIVIRUS
2401,2021,55.55,CHINA,SQL INJECTION,GOVERNMENT,FIREWALL
2402,2022,51.95,JAPAN,DDOS,IT,FIREWALL
2403,2024,40.36,GERMANY,RANSOMWARE,GOVERNMENT,VPN
2404,2015,47.04,GERMANY,PHISHING,TELECOMMUNICATIONS,AI-BASED DETECTION
2405,2018,22.61,USA,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
2406,2022,19.26,BRAZIL,MALWARE,IT,AI-BASED DETECTION
2407,2021,98.57,CHINA,SQL INJECTION,IT,ANTIVIRUS
2408,2015,96.79,UK,MALWARE,IT,AI-BASED DETECTION
2409,2020,27.16,USA,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2410,2021,16.64,GERMANY,RANSOMWARE,HEALTHCARE,ANTIVIRUS
2411,2018,41.34,UK,MALWARE,BANKING,ENCRYPTION
2412,2020,44.85,USA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
2413,2022,50.9,UK,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
2414,2018,26.01,INDIA,RANSOMWARE,RETAIL,VPN
2415,2015,69.61,RUSSIA,DDOS,RETAIL,ENCRYPTION
2416,2023,52.88,GERMANY,RANSOMWARE,BANKING,ENCRYPTION
2417,2019,11.57,RUSSIA,MALWARE,RETAIL,FIREWALL
2418,2015,83.28,RUSSIA,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
2419,2018,51.46,AUSTRALIA,SQL INJECTION,RETAIL,ENCRYPTION
2420,2024,50.71,BRAZIL,MALWARE,HEALTHCARE,VPN
2421,2016,52.68,CHINA,SQL INJECTION,HEALTHCARE,ANTIVIRUS
2422,2015,98.29,JAPAN,PHISHING,GOVERNMENT,ENCRYPTION
2423,2024,45.57,FRANCE,PHISHING,RETAIL,ANTIVIRUS
2424,2017,1.68,GERMANY,MALWARE,HEALTHCARE,ENCRYPTION
2425,2016,2.74,RUSSIA,PHISHING,GOVERNMENT,ANTIVIRUS
2426,2024,67.37,JAPAN,SQL INJECTION,BANKING,ANTIVIRUS
2427,2022,,RUSSIA,SQL INJECTION,,ANTIVIRUS
2428,2018,36.63,BRAZIL,SQL INJECTION,RETAIL,FIREWALL
2429,2021,99.81,USA,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
2430,2022,47.33,AUSTRALIA,MALWARE,RETAIL,FIREWALL
2431,2017,72.48,BRAZIL,DDOS,IT,FIREWALL
2432,2019,65.47,UK,SQL INJECTION,HEALTHCARE,
2433,2020,13.61,JAPAN,MAN-IN-THE-MIDDLE,IT,FIREWALL
2434,2021,6.01,USA,PHISHING,EDUCATION,FIREWALL
2435,2021,1.32,BRAZIL,SQL INJECTION,RETAIL,FIREWALL
2436,2017,47.97,AUSTRALIA,MAN-IN-THE-MIDDLE,RETAIL,AI-BASED DETECTION
2437,2021,46.82,GERMANY,RANSOMWARE,RETAIL,VPN
2438,2018,59.01,RUSSIA,MALWARE,GOVERNMENT,ENCRYPTION
2439,2024,53.59,CHINA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,AI-BASED DETECTION
2440,2020,50.41,BRAZIL,SQL INJECTION,EDUCATION,ENCRYPTION
2441,2020,60.2,USA,DDOS,BANKING,ANTIVIRUS
2442,2018,96.22,BRAZIL,MALWARE,TELECOMMUNICATIONS,FIREWALL
2443,2023,7.33,BRAZIL,SQL INJECTION,HEALTHCARE,FIREWALL
2444,2016,,UK,PHISHING,EDUCATION,FIREWALL
2445,2019,73.35,JAPAN,PHISHING,GOVERNMENT,ENCRYPTION
2446,2020,70.03,UK,DDOS,RETAIL,FIREWALL
2447,2015,76.97,INDIA,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
2448,2019,87.41,BRAZIL,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
